  
Date	Temp	pH	pH2	Amp_3	Amp_4	Amp_5	pHx6	Tmpx6	pHx7	Tmpx7	pHx8	Tmpx8	pHx9	Tmpx9	pHx10	Tmpx10	pHx11	Tmpx11	pHx12	Tmpx12	pHx13	Tmpx13	pHx14	Tmpx14	pHx15	Tmpx15	pHx16	Tmpx16	pHx17	Tmpx17	pHx19	Tmpx19	pHx20	Tmpx20	pHx21	Tmpx21
08:00 05/15/2017	-6.2	2.66	6.02	0.8	2.4	4.1	4.07	24.7	8.03	26.2	5.45	24.8	4.12	26.2	6.33	26.2	2.16	26.2	5.28	26.2	6.53	28.5	5.21	43.6	2.15	26.5	6.48	26.4	6.13	26.8	5.57	26.6	6.18	26.0	6.73	26.1
08:10 05/15/2017	-6.2	2.65	6.02	0.8	2.1	3.8	4.07	24.6	8.03	26.2	5.45	24.8	4.12	26.2	6.33	26.2	2.16	26.1	5.28	26.2	6.53	28.5	5.21	43.7	2.15	26.5	6.48	26.6	6.13	27.1	5.57	26.8	6.18	26.0	6.73	26.1
08:20 05/15/2017	-6.2	2.65	6.02	0.7	2.5	4.2	4.07	24.7	8.03	26.1	5.45	24.9	4.12	26.2	6.33	26.2	2.16	26.1	5.28	26.2	6.53	28.5	5.21	43.5	2.15	26.3	6.48	26.7	6.13	27.1	5.57	26.9	6.18	26.0	6.72	26.1
08:30 05/15/2017	-6.2	2.64	6.02	0.9	2.5	4.1	4.06	24.7	8.03	26.1	5.45	25.1	4.11	26.1	6.33	26.2	2.16	26.1	5.28	26.2	6.53	28.5	5.21	44.2	2.15	26.3	6.48	26.7	6.12	26.9	5.57	26.8	6.18	26.0	6.72	26.1
08:40 05/15/2017	-6.2	2.64	6.02	0.8	2.5	3.9	4.06	24.7	8.03	26.1	5.45	25.4	4.11	26.1	6.33	26.2	2.16	26.1	5.28	26.2	6.52	28.5	5.21	43.9	2.15	26.3	6.47	26.6	6.12	26.8	5.57	26.8	6.18	26.0	6.72	26.1
08:50 05/15/2017	-6.2	2.64	6.02	0.9	2.4	4.1	4.06	24.7	8.03	26.1	5.45	25.6	4.11	26.1	6.33	26.2	2.16	26.1	5.28	26.1	6.52	28.5	5.21	43.9	2.15	26.3	6.47	26.6	6.12	26.7	5.57	26.8	6.18	25.9	6.72	26.1
09:00 05/15/2017	-6.2	2.64	6.02	0.8	2.5	4.1	4.06	24.7	8.03	26.1	5.44	25.6	4.10	26.1	6.33	26.2	2.16	26.1	5.28	26.1	6.52	28.8	5.21	44.1	2.15	26.3	6.47	26.5	6.12	26.6	5.57	26.7	6.18	25.9	6.72	26.1
09:10 05/15/2017	-6.2	2.63	6.01	0.8	2.5	3.9	4.06	24.7	8.02	26.1	5.44	25.6	4.10	26.1	6.33	26.2	2.16	26.1	5.28	26.1	6.52	29.1	5.21	44.1	2.15	26.3	6.47	26.5	6.12	26.6	5.56	26.7	6.18	25.9	6.72	26.1
09:20 05/15/2017	-6.2	2.63	6.01	0.8	2.4	3.5	4.06	24.6	8.02	26.1	5.44	25.5	4.10	26.1	6.33	26.2	2.16	26.1	5.28	26.1	6.52	29.1	5.21	44.0	2.15	26.3	6.47	26.4	6.12	26.5	5.56	26.7	6.18	25.9	6.72	26.1
09:30 05/15/2017	-6.2	2.62	6.01	0.8	2.1	4.1	4.06	24.6	8.02	26.1	5.44	25.2	4.10	26.1	6.33	26.1	2.16	26.1	5.28	26.1	6.52	28.9	5.21	43.7	2.15	26.3	6.47	26.3	6.12	26.5	5.56	26.6	6.19	25.9	6.71	26.1
09:40 05/15/2017	-6.2	2.62	6.01	0.8	1.9	3.8	4.06	24.6	8.02	26.1	5.44	25.0	4.10	26.1	6.33	26.1	2.16	26.1	5.28	26.1	6.52	29.0	5.21	43.6	2.15	26.3	6.47	26.3	6.12	26.4	5.56	26.5	6.19	25.9	6.71	26.1
09:50 05/15/2017	-6.2	2.61	6.01	0.8	2.3	4.2	4.06	24.6	8.02	26.1	5.44	25.0	4.09	26.1	6.33	26.1	2.16	26.1	5.28	26.1	6.52	29.1	5.20	44.0	2.15	26.3	6.47	26.3	6.12	26.4	5.56	26.5	6.19	25.9	6.71	26.1
10:00 05/15/2017	-6.2	2.61	6.01	0.8	2.5	4.0	4.06	24.6	8.02	26.1	5.44	25.0	4.09	26.1	6.33	26.1	2.16	26.1	5.28	26.1	6.52	29.0	5.20	44.5	2.15	26.3	6.47	26.2	6.12	26.3	5.56	26.5	6.19	25.9	6.71	26.1
10:10 05/15/2017	-6.2	2.61	6.01	0.8	2.4	4.1	4.06	24.6	8.02	26.1	5.44	25.0	4.09	26.1	6.33	26.1	2.16	26.1	5.28	26.1	6.52	28.9	5.20	44.5	2.15	26.3	6.47	26.2	6.12	26.3	5.56	26.5	6.19	25.9	6.71	26.1
10:20 05/15/2017	-6.2	2.60	6.01	0.8	2.5	4.0	4.05	24.6	8.02	26.1	5.44	25.3	4.09	26.1	6.33	26.1	2.16	26.2	5.28	26.1	6.52	29.1	5.20	44.7	2.15	26.4	6.47	26.1	6.12	26.2	5.56	26.4	6.19	25.9	6.71	26.1
10:30 05/15/2017	-6.2	2.60	6.01	0.8	2.2	3.5	4.05	24.7	8.01	26.1	5.44	25.3	4.09	26.1	6.33	26.1	2.16	26.2	5.28	26.1	6.52	29.1	5.20	44.8	2.15	26.3	6.47	26.1	6.12	26.2	5.56	26.3	6.19	25.9	6.70	26.1
10:40 05/15/2017	-6.2	2.60	6.01	0.9	2.3	4.2	4.05	24.7	8.00	26.1	5.44	25.2	4.09	26.1	6.33	26.1	2.16	26.2	5.28	26.2	6.51	29.0	5.20	44.5	2.15	26.4	6.47	26.1	6.12	26.2	5.56	26.3	6.19	25.9	6.70	26.1
10:50 05/15/2017	-6.2	2.60	6.01	0.6	2.2	3.9	4.05	24.7	8.00	26.2	5.44	25.2	4.09	26.1	6.33	26.1	2.16	26.2	5.28	26.2	6.51	29.0	5.20	44.6	2.15	26.4	6.47	26.1	6.12	26.1	5.55	26.3	6.19	25.9	6.70	26.1
11:00 05/15/2017	-6.2	2.60	6.01	0.8	2.5	3.7	4.04	24.7	8.00	26.2	5.44	25.2	4.08	26.1	6.33	26.2	2.16	26.2	5.28	26.2	6.51	28.8	5.20	44.3	2.15	26.4	6.47	26.0	6.12	26.1	5.55	26.2	6.19	25.9	6.70	26.1
11:10 05/15/2017	-6.2	2.60	6.01	0.7	2.4	4.0	4.04	24.7	8.00	26.2	5.43	25.0	4.08	26.1	6.33	26.2	2.16	26.2	5.28	26.2	6.51	29.2	5.20	44.2	2.15	26.4	6.47	26.0	6.12	26.1	5.55	26.2	6.19	26.0	6.70	26.1
11:20 05/15/2017	-6.2	2.60	6.01	0.9	2.1	3.5	4.04	24.7	8.00	26.2	5.44	24.7	4.08	26.2	6.33	26.1	2.16	26.2	5.28	26.2	6.51	29.0	5.20	42.8	2.15	26.4	6.47	26.2	6.12	26.5	5.55	26.4	6.19	26.0	6.70	26.1
11:30 05/15/2017	-6.2	2.60	6.01	0.8	2.4	4.2	4.05	24.7	8.00	26.2	5.44	24.7	4.08	26.2	6.33	26.1	2.16	26.2	5.28	26.2	6.51	29.0	5.19	42.8	2.15	26.4	6.46	26.5	6.12	26.8	5.55	26.6	6.19	26.0	6.70	26.1
11:40 05/15/2017	-6.2	2.60	6.01	0.8	2.5	4.0	4.04	24.7	8.00	26.2	5.44	24.8	4.08	26.2	6.33	26.1	2.16	26.3	5.28	26.2	6.51	29.0	5.19	44.3	2.15	26.4	6.46	26.7	6.11	27.2	5.55	26.8	6.19	26.0	6.69	26.1
11:50 05/15/2017	-6.2	2.60	6.01	0.8	2.5	4.1	4.04	24.7	8.00	26.2	5.43	25.3	4.07	26.2	6.34	26.2	2.16	26.3	5.28	26.2	6.51	28.8	5.19	45.0	2.15	26.4	6.46	26.6	6.11	27.0	5.55	26.9	6.19	26.0	6.69	26.1
12:00 05/15/2017	-6.2	2.60	6.01	0.9	2.4	3.8	4.04	24.8	8.00	26.3	5.43	25.3	4.07	26.2	6.34	26.2	2.16	26.4	5.28	26.2	6.51	26.2	5.19	45.1	2.15	26.4	6.46	26.6	6.11	26.8	5.55	26.8	6.19	26.0	6.69	26.2
12:10 05/15/2017	-6.2	2.60	6.01	0.8	2.4	4.2	4.04	24.8	7.99	26.3	5.43	24.8	4.07	26.2	6.34	26.2	2.16	26.4	5.28	26.2	6.51	26.4	5.19	45.0	2.15	26.3	6.46	26.5	6.13	26.7	5.55	26.8	6.19	26.0	6.69	26.2
12:20 05/15/2017	-6.2	2.60	6.01	0.9	2.4	3.5	4.04	24.8	7.99	26.3	5.43	24.9	4.07	26.3	6.34	26.2	2.16	26.5	5.28	26.3	6.51	27.5	5.19	45.0	2.15	26.4	6.47	26.5	6.13	26.6	5.54	26.8	6.19	26.1	6.69	26.2
12:30 05/15/2017	-6.2	2.60	6.01	0.8	2.2	4.1	4.04	24.8	7.99	26.3	5.43	24.9	4.07	26.3	6.34	26.3	2.16	26.5	5.28	26.3	6.51	27.2	5.19	44.8	2.15	26.4	6.47	26.4	6.13	26.6	5.54	26.7	6.19	26.1	6.69	26.2
12:40 05/15/2017	-6.2	2.60	6.01	0.7	2.2	4.2	4.03	24.8	7.99	26.3	5.43	24.9	4.07	26.3	6.34	26.3	2.16	26.5	5.28	26.3	6.51	27.0	5.19	44.3	2.15	26.5	6.46	26.3	6.12	26.5	5.54	26.7	6.19	26.2	6.69	26.2
12:50 05/15/2017	-6.2	2.60	6.01	0.9	2.2	4.0	4.03	24.8	7.99	26.4	5.43	25.1	4.06	26.3	6.34	26.3	2.16	26.5	5.28	26.3	6.51	27.1	5.19	44.5	2.15	26.4	6.46	26.3	6.12	26.5	5.54	26.7	6.19	26.2	6.69	26.1
13:00 05/15/2017	-6.2	2.60	6.01	0.8	2.5	3.8	4.03	24.8	7.99	26.4	5.43	24.8	4.06	26.3	6.34	26.3	2.16	26.5	5.28	26.3	6.51	27.1	5.19	44.4	2.15	26.4	6.46	26.2	6.12	26.4	5.54	26.6	6.19	26.1	6.69	26.1
13:10 05/15/2017	-6.2	2.60	6.01	0.9	2.1	4.0	4.03	24.8	7.99	26.4	5.43	24.6	4.06	26.3	6.34	26.3	2.16	26.5	5.28	26.3	6.51	27.1	5.19	44.7	2.15	26.4	6.46	26.2	6.12	26.3	5.54	26.6	6.19	26.1	6.69	26.2
13:20 05/15/2017	-6.2	2.60	6.01	0.8	2.5	4.0	4.03	24.7	7.99	26.4	5.43	24.6	4.06	26.4	6.34	26.3	2.16	26.6	5.28	26.3	6.51	27.1	5.19	44.3	2.15	26.3	6.46	26.2	6.12	26.3	5.54	26.6	6.19	26.2	6.69	26.2
13:30 05/15/2017	-6.2	2.60	6.01	0.8	2.5	3.7	4.03	24.7	7.99	26.5	5.43	24.6	4.06	26.4	6.34	26.3	2.16	26.6	5.28	26.3	6.51	27.1	5.19	44.1	2.15	26.9	6.46	26.1	6.12	26.2	5.54	26.5	6.20	26.2	6.68	26.2
13:40 05/15/2017	-6.2	2.60	6.01	0.8	2.5	4.1	4.03	24.7	7.99	26.5	5.43	25.3	4.06	26.4	6.34	26.3	2.16	26.6	5.28	26.4	6.51	27.1	5.20	44.1	2.15	26.8	6.47	26.1	6.12	26.2	5.54	26.5	6.20	26.2	6.68	26.2
13:50 05/15/2017	-6.2	2.60	6.01	0.8	2.3	2.9	4.03	24.7	7.99	26.5	5.43	25.5	4.07	26.4	6.34	26.4	2.16	26.6	5.29	26.4	6.51	27.1	5.20	44.2	2.15	26.8	6.47	26.0	6.12	26.2	5.54	26.5	6.20	26.2	6.68	26.2
14:00 05/15/2017	-6.2	2.60	6.01	0.8	2.5	3.6	4.03	24.7	7.99	26.5	5.43	25.6	4.07	26.4	6.34	26.4	2.16	26.6	5.29	26.4	6.51	27.1	5.20	44.2	2.15	26.7	6.47	26.0	6.12	26.1	5.54	26.4	6.20	26.2	6.68	26.2
14:10 05/15/2017	-6.2	2.60	6.01	0.8	2.2	3.4	4.03	24.6	7.99	26.5	5.43	25.5	4.06	26.4	6.34	26.4	2.16	26.6	5.29	26.4	6.51	27.1	5.20	44.2	2.15	26.7	6.47	26.0	6.12	26.1	5.54	26.3	6.20	26.2	6.68	26.2
14:20 05/15/2017	-6.2	2.60	6.01	0.8	2.4	4.2	4.03	24.6	7.99	26.5	5.43	25.1	4.07	26.4	6.34	26.4	2.16	26.6	5.29	26.4	6.51	27.1	5.20	44.1	2.15	26.7	6.47	26.0	6.12	26.2	5.54	26.3	6.20	26.2	6.68	26.3
14:30 05/15/2017	-6.2	2.60	6.01	0.7	2.5	3.9	4.03	24.6	7.99	26.5	5.43	25.0	4.06	26.4	6.34	26.3	2.16	26.6	5.29	26.4	6.51	27.8	5.20	44.5	2.15	26.7	6.47	26.2	6.12	26.6	5.54	26.5	6.20	26.2	6.68	26.3
14:40 05/15/2017	-6.2	2.60	6.01	0.8	2.5	3.6	4.03	24.7	7.99	26.5	5.43	24.9	4.06	26.5	6.34	26.4	2.16	26.6	5.29	26.4	6.51	28.4	5.20	44.5	2.15	26.6	6.47	26.5	6.12	26.9	5.53	26.7	6.20	26.2	6.68	26.3
14:50 05/15/2017	-6.2	2.60	6.01	0.9	2.6	4.2	4.03	24.7	7.99	26.5	5.43	24.6	4.06	26.5	6.34	26.4	2.16	26.6	5.29	26.4	6.50	28.8	5.20	44.5	2.15	26.6	6.47	26.7	6.12	27.2	5.53	26.9	6.20	26.2	6.68	26.3
15:00 05/15/2017	-6.2	2.60	6.01	0.9	2.5	4.1	4.02	24.7	7.99	26.5	5.43	24.6	4.05	26.5	6.34	26.4	2.16	26.6	5.29	26.4	6.50	29.2	5.19	44.5	2.15	26.6	6.47	26.7	6.12	26.9	5.53	26.9	6.20	26.2	6.68	26.3
15:10 05/15/2017	-6.2	2.60	6.01	0.8	2.5	3.9	4.02	24.6	7.99	26.5	5.43	24.6	4.05	26.5	6.34	26.4	2.16	26.6	5.29	26.4	6.50	29.2	5.19	44.3	2.15	26.6	6.47	26.6	6.12	26.8	5.53	26.8	6.20	26.2	6.68	26.3
15:20 05/15/2017	-6.2	2.60	6.01	0.9	2.4	3.8	4.02	24.6	7.99	26.5	5.43	24.5	4.05	26.5	6.34	26.4	2.16	26.6	5.29	26.4	6.50	29.3	5.19	45.1	2.15	26.6	6.47	26.5	6.12	26.7	5.53	26.8	6.20	26.2	6.68	26.3
15:30 05/15/2017	-6.2	2.60	6.01	0.8	2.5	3.4	4.02	24.6	7.99	26.5	5.43	24.5	4.04	26.5	6.34	26.4	2.16	26.6	5.29	26.4	6.50	29.5	5.19	45.2	2.15	26.6	6.47	26.5	6.12	26.6	5.53	26.7	6.20	26.2	6.68	26.3
15:40 05/15/2017	-6.2	2.60	6.01	0.8	2.3	4.3	4.02	24.6	7.99	26.5	5.43	24.6	4.04	26.5	6.34	26.4	2.16	26.6	5.29	26.4	6.50	29.7	5.19	45.1	2.15	26.6	6.47	26.3	6.12	26.5	5.53	26.7	6.20	26.2	6.67	26.3
15:50 05/15/2017	-6.2	2.60	6.01	0.8	2.6	3.7	4.02	24.6	7.99	26.5	5.43	24.6	4.04	26.5	6.34	26.4	2.16	26.6	5.29	26.5	6.50	29.5	5.19	45.1	2.15	26.6	6.47	26.3	6.12	26.4	5.53	26.6	6.20	26.2	6.67	26.3
16:00 05/15/2017	-6.2	2.60	6.01	0.9	2.4	4.2	4.02	24.6	7.99	26.5	5.43	24.6	4.04	26.5	6.34	26.4	2.16	26.6	5.29	26.5	6.50	29.3	5.19	45.1	2.15	26.6	6.46	26.2	6.12	26.3	5.53	26.5	6.20	26.2	6.67	26.3
16:10 05/15/2017	-6.2	2.60	6.01	0.9	2.3	3.7	4.01	24.5	7.99	26.5	5.43	24.3	4.04	26.5	6.34	26.3	2.16	26.6	5.29	26.4	6.50	29.5	5.19	45.2	2.15	26.5	6.47	26.1	6.12	26.2	5.53	26.5	6.21	26.2	6.67	26.3
16:20 05/15/2017	-6.2	2.60	6.01	0.9	2.2	4.0	4.01	24.3	7.98	26.4	5.43	24.2	4.05	26.4	6.35	26.3	2.16	26.6	5.30	26.3	6.50	29.6	5.19	45.1	2.15	26.5	6.47	26.1	6.13	26.1	5.53	26.4	6.21	26.1	6.67	26.2
16:30 05/15/2017	-6.2	2.60	6.01	0.9	2.2	4.0	4.01	24.1	7.98	26.4	5.44	24.0	4.06	26.3	6.35	26.2	2.16	26.6	5.30	26.3	6.50	29.3	5.20	45.0	2.15	26.5	6.47	26.0	6.13	26.1	5.53	26.3	6.21	26.1	6.67	26.2
16:40 05/15/2017	-6.2	2.60	6.02	0.8	2.5	4.2	4.02	24.0	7.98	26.3	5.44	23.9	4.06	26.3	6.35	26.2	2.16	26.6	5.30	26.3	6.51	29.3	5.20	44.9	2.15	26.5	6.47	26.0	6.13	26.2	5.53	26.3	6.21	26.1	6.67	26.2
16:50 05/15/2017	-6.2	2.60	6.02	0.9	2.2	3.8	4.02	23.8	7.98	26.3	5.44	23.8	4.06	26.3	6.35	26.1	2.17	26.5	5.31	26.3	6.51	29.6	5.20	45.1	2.15	26.5	6.47	26.2	6.13	26.5	5.53	26.4	6.21	26.1	6.67	26.2
17:00 05/15/2017	-6.2	2.60	6.02	0.9	2.3	4.2	4.02	23.8	7.97	26.2	5.45	23.7	4.06	26.3	6.35	26.1	2.17	26.5	5.31	26.2	6.51	29.5	5.20	45.0	2.15	26.4	6.47	26.3	6.13	26.8	5.53	26.6	6.21	26.0	6.67	26.1
17:10 05/15/2017	-6.2	2.60	6.02	0.9	2.6	4.2	4.02	23.7	7.97	26.2	5.45	23.6	4.06	26.3	6.36	26.0	2.17	26.5	5.31	26.2	6.51	29.3	5.19	44.9	2.15	26.4	6.47	26.6	6.13	27.1	5.53	26.7	6.22	26.0	6.67	26.1
17:20 05/15/2017	-6.2	2.60	6.02	0.8	2.3	4.0	4.02	23.7	7.97	26.2	5.45	23.6	4.07	26.2	6.36	26.0	2.18	26.5	5.31	26.2	6.51	29.6	5.20	45.3	2.15	26.3	6.47	26.6	6.14	27.0	5.53	26.8	6.22	26.0	6.67	26.1
17:30 05/15/2017	-6.2	2.60	6.02	0.9	2.4	3.8	4.02	23.6	7.97	26.2	5.45	23.5	4.07	26.2	6.36	26.0	2.18	26.5	5.31	26.2	6.51	29.6	5.20	45.2	2.15	26.3	6.47	26.5	6.14	26.8	5.53	26.7	6.22	26.0	6.67	26.1
17:40 05/15/2017	-6.2	2.60	6.02	0.9	2.3	4.1	4.02	23.6	7.97	26.2	5.46	23.5	4.07	26.2	6.36	26.0	2.18	26.5	5.31	26.2	6.51	29.4	5.20	45.1	2.15	26.3	6.47	26.3	6.14	26.7	5.53	26.6	6.22	26.0	6.67	26.1
17:50 05/15/2017	-6.2	2.60	6.02	0.9	2.6	4.1	4.02	23.6	7.97	26.2	5.46	23.5	4.07	26.2	6.36	25.9	2.18	26.5	5.31	26.2	6.51	29.5	5.20	45.2	2.15	26.3	6.48	26.2	6.14	26.5	5.53	26.5	6.22	26.0	6.67	26.0
18:00 05/15/2017	-6.2	2.60	6.02	0.8	2.4	4.0	4.02	23.5	7.97	26.2	5.46	23.4	4.07	26.2	6.36	25.9	2.18	26.5	5.31	26.1	6.51	29.7	5.20	45.4	2.15	26.3	6.48	26.1	6.14	26.3	5.53	26.5	6.22	26.0	6.67	26.0
18:10 05/15/2017	-6.2	2.60	6.02	0.9	2.5	4.0	4.02	23.5	7.97	26.1	5.46	23.4	4.06	26.1	6.36	25.8	2.18	26.5	5.31	26.1	6.51	29.4	5.20	45.7	2.15	26.3	6.48	26.0	6.14	26.2	5.53	26.3	6.22	26.0	6.67	26.0
18:20 05/15/2017	-6.2	2.60	6.02	0.9	2.4	4.1	4.02	23.6	7.97	26.1	5.46	23.5	4.06	26.1	6.36	25.8	2.16	26.5	5.31	26.1	6.51	29.4	5.21	45.7	2.15	26.3	6.48	25.9	6.14	26.1	5.53	26.3	6.22	26.0	6.67	26.0
18:30 05/15/2017	-6.2	2.60	6.02	0.9	2.1	4.0	4.01	23.6	7.98	26.1	5.47	23.5	4.06	26.1	6.36	25.8	2.17	26.5	5.31	26.1	6.51	29.6	5.21	45.7	2.15	26.3	6.48	25.8	6.14	26.1	5.53	26.2	6.22	26.0	6.67	25.9
18:40 05/15/2017	-6.2	2.60	6.02	0.9	2.6	3.8	4.01	23.6	7.98	26.1	5.47	23.6	4.05	26.1	6.36	25.8	2.17	26.5	5.31	26.1	6.52	29.5	5.21	45.8	2.15	26.2	6.48	26.0	6.14	26.4	5.53	26.3	6.22	26.0	6.67	25.9
18:50 05/15/2017	-6.2	2.60	6.02	0.9	2.3	4.1	4.01	23.6	7.98	26.2	5.47	23.6	4.05	26.1	6.35	25.8	2.16	26.5	5.31	26.1	6.52	29.3	5.21	45.6	2.15	26.2	6.48	26.3	6.14	26.7	5.53	26.5	6.22	26.0	6.67	25.9
19:00 05/15/2017	-6.2	2.60	6.02	0.9	2.2	4.2	4.01	23.7	7.98	26.2	5.47	23.6	4.04	26.1	6.35	25.8	2.16	26.5	5.31	26.1	6.52	29.6	5.21	46.1	2.15	26.2	6.48	26.5	6.14	27.0	5.53	26.7	6.22	26.0	6.67	25.9
19:10 05/15/2017	-6.2	2.60	6.02	0.8	2.5	3.7	4.01	23.7	7.98	26.2	5.48	23.7	4.04	26.1	6.35	25.8	2.16	26.5	5.31	26.1	6.52	29.6	5.22	46.3	2.15	26.2	6.48	26.6	6.14	27.1	5.53	26.8	6.22	26.0	6.68	25.9
19:20 05/15/2017	-6.2	2.60	6.02	1.0	2.5	4.1	4.00	23.7	7.99	26.2	5.48	23.7	4.04	26.1	6.35	25.8	2.16	26.5	5.31	26.1	6.52	29.4	5.22	46.3	2.15	26.2	6.48	26.5	6.14	26.8	5.53	26.7	6.22	26.0	6.68	25.8
19:30 05/15/2017	-6.2	2.60	6.03	0.8	2.2	3.9	4.00	23.7	7.99	26.2	5.48	23.7	4.04	26.0	6.35	25.8	2.16	26.5	5.31	26.1	6.52	29.5	5.22	46.3	2.15	26.2	6.48	26.4	6.14	26.7	5.53	26.6	6.22	26.0	6.68	25.8
19:40 05/15/2017	-6.2	2.60	6.03	0.9	2.5	4.0	4.00	23.7	7.99	26.2	5.48	23.7	4.04	26.0	6.35	25.8	2.16	26.5	5.31	26.1	6.52	29.7	5.22	46.2	2.15	26.2	6.48	26.3	6.14	26.5	5.53	26.6	6.22	26.0	6.68	25.8
19:50 05/15/2017	-6.2	2.60	6.03	0.8	2.4	4.3	4.00	23.8	7.99	26.2	5.49	23.7	4.04	26.0	6.35	25.8	2.16	26.5	5.31	26.1	6.52	29.5	5.22	46.8	2.15	26.2	6.48	26.2	6.14	26.4	5.53	26.5	6.22	26.0	6.68	25.8
20:00 05/15/2017	-6.2	2.60	6.03	0.8	2.6	3.9	4.00	23.8	7.99	26.2	5.49	23.6	4.04	26.0	6.35	25.8	2.16	26.5	5.31	26.1	6.52	29.4	5.23	46.6	2.15	26.2	6.48	26.1	6.14	26.3	5.53	26.3	6.22	26.0	6.69	25.8
20:10 05/15/2017	-6.2	2.60	6.03	0.9	2.5	4.0	4.00	23.7	7.99	26.2	5.49	23.6	4.03	26.0	6.35	25.8	2.16	26.5	5.31	26.1	6.52	29.6	5.23	46.7	2.15	26.2	6.48	26.0	6.14	26.2	5.53	26.3	6.22	26.0	6.69	25.7
20:20 05/15/2017	-6.2	2.60	6.03	0.9	2.6	3.7	4.00	23.7	7.99	26.2	5.49	23.6	4.03	26.0	6.35	25.8	2.16	26.5	5.31	26.1	6.53	29.5	5.23	46.8	2.15	26.2	6.48	25.9	6.14	26.1	5.53	26.2	6.22	26.0	6.69	25.7
20:30 05/15/2017	-6.2	2.60	6.03	0.9	2.5	3.1	4.00	23.7	8.00	26.2	5.50	23.6	4.03	26.0	6.35	25.8	2.16	26.5	5.31	26.1	6.53	29.3	5.23	47.0	2.15	26.2	6.48	25.8	6.14	26.1	5.53	26.1	6.22	26.0	6.69	25.7
20:40 05/15/2017	-6.2	2.60	6.03	1.0	2.3	4.0	4.00	23.7	8.00	26.2	5.50	23.7	4.03	26.0	6.35	25.8	2.16	26.5	5.31	26.1	6.53	29.6	5.23	46.8	2.15	26.2	6.48	26.1	6.14	26.5	5.53	26.3	6.22	26.0	6.69	25.7
20:50 05/15/2017	-6.2	2.60	6.03	0.8	2.2	4.0	4.00	23.8	8.00	26.2	5.50	23.7	4.03	26.0	6.35	25.8	2.16	26.5	5.31	26.1	6.53	29.6	5.24	46.6	2.15	26.2	6.48	26.3	6.15	26.7	5.53	26.5	6.22	26.0	6.70	25.7
21:00 05/15/2017	-6.2	2.60	6.03	0.9	2.5	4.0	4.00	23.8	8.00	26.2	5.50	23.9	4.03	26.0	6.35	25.8	2.16	26.5	5.31	26.1	6.53	29.3	5.24	46.6	2.15	26.2	6.48	26.5	6.15	27.1	5.53	26.7	6.21	26.0	6.70	25.7
21:10 05/15/2017	-6.2	2.60	6.03	0.7	2.1	3.8	3.99	24.1	8.00	26.3	5.49	24.4	4.02	26.1	6.34	25.8	2.16	26.5	5.30	26.1	6.53	29.3	5.23	46.6	2.15	26.2	6.48	26.6	6.14	27.1	5.52	26.8	6.21	26.0	6.70	25.7
21:20 05/15/2017	-6.2	2.60	6.03	0.9	2.6	3.9	3.99	24.3	8.01	26.3	5.49	24.7	4.01	26.1	6.34	25.8	2.16	26.5	5.30	26.2	6.53	29.7	5.23	46.7	2.15	26.3	6.48	26.5	6.14	27.0	5.52	26.7	6.21	26.0	6.70	25.7
21:30 05/15/2017	-6.2	2.60	6.03	0.9	2.6	4.3	3.99	24.5	8.01	26.3	5.49	25.0	4.01	26.1	6.34	25.8	2.16	26.5	5.29	26.2	6.53	29.5	5.23	46.5	2.15	26.3	6.48	26.5	6.14	26.8	5.52	26.7	6.21	26.0	6.70	25.7
21:40 05/15/2017	-6.2	2.60	6.03	0.7	2.5	4.0	3.99	24.7	8.01	26.3	5.49	25.1	4.00	26.1	6.33	25.9	2.16	26.5	5.29	26.2	6.52	29.4	5.22	46.6	2.15	26.3	6.48	26.4	6.13	26.7	5.52	26.7	6.21	26.1	6.70	25.7
21:50 05/15/2017	-6.2	2.60	6.03	0.8	2.2	4.0	3.99	24.8	8.01	26.3	5.49	24.7	4.00	26.1	6.34	25.9	2.16	26.6	5.29	26.2	6.52	29.3	5.22	46.6	2.15	26.3	6.48	26.3	6.14	26.6	5.52	26.5	6.22	26.1	6.70	25.7
22:00 05/15/2017	-6.2	2.60	6.03	0.9	1.9	4.2	3.99	24.6	8.01	26.3	5.49	24.4	4.01	26.1	6.34	25.9	2.16	26.5	5.30	26.2	6.53	29.6	5.23	44.6	2.15	26.3	6.48	26.2	6.14	26.5	5.52	26.5	6.22	26.1	6.70	25.7
22:10 05/15/2017	-6.2	2.60	6.03	0.9	2.3	4.2	3.99	24.4	8.01	26.3	5.49	24.1	4.01	26.1	6.34	25.9	2.16	26.5	5.30	26.2	6.53	29.5	5.23	46.0	2.15	26.4	6.48	26.2	6.14	26.3	5.52	26.4	6.22	26.1	6.70	25.7
22:20 05/15/2017	-6.2	2.60	6.03	0.9	2.3	4.1	3.99	24.3	8.01	26.3	5.50	24.0	4.01	26.1	6.34	25.8	2.16	26.5	5.31	26.2	6.53	29.3	5.23	44.6	2.15	26.4	6.48	26.1	6.14	26.2	5.52	26.3	6.22	26.1	6.70	25.7
22:30 05/15/2017	-6.2	2.60	6.03	0.9	1.9	4.3	3.99	24.2	8.01	26.3	5.50	23.9	4.01	26.1	6.34	25.8	2.16	26.5	5.31	26.2	6.53	29.5	5.24	46.8	2.15	26.4	6.48	26.0	6.14	26.2	5.52	26.2	6.22	26.0	6.70	25.7
